topicid,title,year
31,ACM SIGCUE Outlook,1996
31,ACM SIGCSE Bulletin,1997
31,ACM SIGGRAPH Computer Graphics,1997
31,Communications of the ACM,1997
31,ACM SIGDOC Asterisk Journal of Computer Documentation,1998
31,ACM SIGGRAPH Computer Graphics,1998
31,ACM SIGIR Forum,1998
31,ACM Computing Surveys,1999
31,ACM SIGMOD Record,1999
31,interactions,1999
31,ACM SIGMETRICS Performance Evaluation Review,2000
31,ACM SIGSAM Bulletin,2000
31,Communications of the ACM,2000
31,Crossroads,2000
31,interactions,2000
31,ACM SIGARCH Computer Architecture News,2001
31,Communications of the ACM,2001
31,interactions,2001
31,ACM SIGCAPH Computers and the Physically Handicapped,2002
31,interactions,2002
31,ACM SIGCAPH Computers and the Physically Handicapped,2003
31,Communications of the ACM,2003
31,Queue,2003
31,netWorker,2003
31,Communications of the ACM,2004
31,Ubiquity,2004
31,interactions,2004
31,netWorker,2004
31,ACM SIGGRAPH Computer Graphics,2005
31,ACM Transactions on Computer-Human Interaction,2005
31,Communications of the ACM,2005
31,Queue,2005
31,interactions,2005
31,netWorker,2005
31,ACM SIGCSE Bulletin,2006
31,ACM Transactions on Computer-Human Interaction,2006
31,"ACM Transactions on Multimedia Computing, Communications, and Applications",2006
31,Communications of the ACM,2006
31,Crossroads,2006
31,interactions,2006
31,ACM Transactions on Computer-Human Interaction,2007
31,Computers in Entertainment,2007
31,interactions,2007
31,ACM Transactions on Applied Perception,2008
31,ACM Transactions on Computer-Human Interaction,2008
31,Communications of the ACM,2008
31,Computers in Entertainment,2008
31,interactions,2008
31,ACM SIGACCESS Accessibility and Computing,2009
31,ACM Transactions on Accessible Computing,2009
31,ACM Transactions on Reconfigurable Technology and Systems,2009
31,Communications of the ACM,2009
31,Computers in Entertainment,2009
31,Crossroads,2009
31,ACM Transactions on Applied Perception,2010
31,"ACM Transactions on Multimedia Computing, Communications, and Applications",2010
31,Communications of the ACM,2010
31,Computers in Entertainment,2010
31,"XRDS: Crossroads, The ACM Magazine for Students",2010
31,interactions,2010
31,ACM SIGAda Ada Letters,2011
31,ACM SIGCOMM Computer Communication Review,2011
31,ACM SIGSOFT Software Engineering Notes,2011
31,ACM Transactions on Accessible Computing,2011
31,ACM Transactions on Intelligent Systems and Technology,2011
31,Communications of the ACM,2011
31,Journal on Computing and Cultural Heritage,2011
31,interactions,2011
37,ACM SIGPLAN Notices,0
37,Communications of the ACM,1967
37,ACM SIGPLAN Notices,1971
37,ACM SIGPLAN Notices,1973
37,ACM SIGMETRICS Performance Evaluation Review,1974
37,ACM SIGDA Newsletter,1975
37,ACM Computing Surveys,1976
37,ACM SIGCSE Bulletin,1977
37,ACM SIGMETRICS Performance Evaluation Review,1978
37,ACM SIGNUM Newsletter,1978
37,ACM SIGSOFT Software Engineering Notes,1978
37,ACM SIGCSE Bulletin,1979
37,ACM SIGPLAN Notices,1979
37,ACM Transactions on Programming Languages and Systems,1979
37,ACM SIGART Bulletin,1980
37,ACM SIGMOD Record,1980
37,ACM SIGPLAN Notices,1980
37,ACM SIGGRAPH Computer Graphics,1981
37,ACM SIGMETRICS Performance Evaluation Review,1981
37,ACM SIGPLAN Notices,1982
37,Communications of the ACM,1982
37,ACM SIGMIS Database,1983
37,ACM SIGPLAN Notices,1983
37,ACM SIGSOFT Software Engineering Notes,1983
37,Communications of the ACM,1983
37,ACM SIGCOMM Computer Communication Review,1984
37,ACM SIGOA Newsletter,1984
37,ACM SIGPLAN Notices,1984
37,ACM SIGSOFT Software Engineering Notes,1984
37,Communications of the ACM,1984
37,ACM SIGPLAN Notices,1985
37,ACM SIGSMALL/PC Notes,1985
37,ACM Transactions on Programming Languages and Systems,1985
37,Communications of the ACM,1985
37,ACM SIGCOMM Computer Communication Review,1986
37,ACM SIGCSE Bulletin,1986
37,ACM SIGPLAN Notices,1986
37,ACM SIGSMALL/PC Notes,1986
37,ACM SIGSOFT Software Engineering Notes,1986
37,ACM SIGAda Ada Letters,1987
37,ACM SIGCOMM Computer Communication Review,1987
37,ACM SIGGRAPH Computer Graphics,1987
37,ACM SIGSOFT Software Engineering Notes,1987
37,ACM Transactions on Programming Languages and Systems,1987
37,ACM SIGCSE Bulletin,1988
37,ACM SIGPLAN Notices,1988
37,ACM SIGSOFT Software Engineering Notes,1988
37,Communications of the ACM,1988
37,ACM SIGAPL APL Quote Quad,1989
37,ACM SIGCOMM Computer Communication Review,1989
37,ACM SIGCSE Bulletin,1989
37,ACM SIGSOFT Software Engineering Notes,1989
37,Communications of the ACM,1989
37,ACM SIGAPL APL Quote Quad,1990
37,ACM SIGAda Ada Letters,1990
37,ACM SIGSOFT Software Engineering Notes,1990
37,ACM SIGCSE Bulletin,1991
37,ACM SIGMIS Database,1991
37,ACM SIGSOFT Software Engineering Notes,1991
37,ACM SIGOIS Bulletin,1992
37,ACM SIGPLAN Notices,1992
37,ACM SIGPLAN OOPS Messenger,1992
37,ACM SIGSOFT Software Engineering Notes,1992
37,ACM Transactions on Software Engineering and Methodology,1992
37,Communications of the ACM,1992
37,ACM SIGCSE Bulletin,1993
37,ACM SIGMIS Database,1993
37,ACM SIGPLAN Notices,1993
37,ACM SIGPLAN OOPS Messenger,1993
37,ACM SIGSOFT Software Engineering Notes,1993
37,ACM Transactions on Software Engineering and Methodology,1993
37,Communications of the ACM,1993
37,ACM SIGAPP Applied Computing Review,1994
37,ACM SIGAda Ada Letters,1994
37,ACM SIGPLAN Notices,1994
37,ACM SIGPLAN OOPS Messenger,1994
37,ACM SIGSOFT Software Engineering Notes,1994
37,ACM Transactions on Software Engineering and Methodology,1994
37,Communications of the ACM,1994
37,ACM SIGCSE Bulletin,1995
37,ACM SIGMOD Record,1995
37,ACM SIGOIS Bulletin,1995
37,ACM SIGPLAN Notices,1995
37,ACM SIGPLAN OOPS Messenger,1995
37,ACM SIGSOFT Software Engineering Notes,1995
37,ACM Transactions on Software Engineering and Methodology,1995
37,Communications of the ACM,1995
37,ACM SIGAda Ada Letters,1996
37,ACM SIGCSE Bulletin,1996
37,ACM SIGPLAN Notices,1996
37,ACM SIGPLAN OOPS Messenger,1996
37,ACM SIGSOFT Software Engineering Notes,1996
37,ACM Transactions on Software Engineering and Methodology,1996
37,Communications of the ACM,1996
37,IEEE/ACM Transactions on Networking,1996
37,StandardView,1996
37,ACM Computing Surveys,1997
37,ACM SIGAda Ada Letters,1997
37,ACM SIGCHI Bulletin,1997
37,ACM SIGCSE Bulletin,1997
37,ACM SIGIR Forum,1997
37,ACM SIGSOFT Software Engineering Notes,1997
37,ACM Transactions on Software Engineering and Methodology,1997
37,Communications of the ACM,1997
37,Crossroads,1997
37,ACM Computing Surveys,1998
37,ACM SIGAPL APL Quote Quad,1998
37,ACM SIGAda Ada Letters,1998
37,ACM SIGCSE Bulletin,1998
37,ACM SIGPLAN Notices,1998
37,ACM SIGSOFT Software Engineering Notes,1998
37,ACM Transactions on Software Engineering and Methodology,1998
37,Communications of the ACM,1998
37,StandardView,1998
37,interactions,1998
37,ACM SIGAda Ada Letters,1999
37,ACM SIGCSE Bulletin,1999
37,ACM SIGGROUP Bulletin,1999
37,ACM SIGMIS Database,1999
37,ACM SIGSOFT Software Engineering Notes,1999
37,ACM Transactions on Software Engineering and Methodology,1999
37,Communications of the ACM,1999
37,ACM SIGCSE Bulletin,2000
37,ACM SIGMIS Database,2000
37,ACM SIGPLAN Notices,2000
37,ACM SIGSOFT Software Engineering Notes,2000
37,ACM Transactions on Software Engineering and Methodology,2000
37,ACM SIGAda Ada Letters,2001
37,ACM SIGCSE Bulletin,2001
37,ACM SIGSOFT Software Engineering Notes,2001
37,ACM SIGecom Exchanges,2001
37,ACM Transactions on Software Engineering and Methodology,2001
37,Crossroads,2001
37,ACM SIGAPP Applied Computing Review,2002
37,ACM SIGCAS Computers and Society,2002
37,ACM SIGPLAN Notices,2002
37,ACM SIGSOFT Software Engineering Notes,2002
37,ACM Transactions on Software Engineering and Methodology,2002
37,Communications of the ACM,2002
37,Journal on Educational Resources in Computing,2002
37,ACM Computing Surveys,2003
37,ACM SIGMIS Database,2003
37,ACM SIGSOFT Software Engineering Notes,2003
37,ACM Transactions on Software Engineering and Methodology,2003
37,Communications of the ACM,2003
37,ACM Computing Surveys,2004
37,ACM SIGCAS Computers and Society,2004
37,ACM SIGPLAN Notices,2004
37,ACM SIGSOFT Software Engineering Notes,2004
37,ACM Transactions on Information and System Security,2004
37,ACM Transactions on Software Engineering and Methodology,2004
37,Communications of the ACM,2004
37,ACM SIGAda Ada Letters,2005
37,ACM SIGCSE Bulletin,2005
37,ACM SIGSOFT Software Engineering Notes,2005
37,ACM Transactions on Software Engineering and Methodology,2005
37,ACM SIGBED Review,2006
37,ACM SIGCSE Bulletin,2006
37,ACM SIGMOD Record,2006
37,ACM SIGPLAN Notices,2006
37,ACM SIGSOFT Software Engineering Notes,2006
37,ACM Transactions on Software Engineering and Methodology,2006
37,Communications of the ACM,2006
37,ACM SIGPLAN Notices,2007
37,ACM SIGSOFT Software Engineering Notes,2007
37,ACM Transactions on Autonomous and Adaptive Systems,2007
37,Communications of the ACM,2007
37,ACM Computing Surveys,2008
37,ACM SIGCSE Bulletin,2008
37,ACM SIGMIS Database,2008
37,ACM SIGPLAN Notices,2008
37,ACM SIGSOFT Software Engineering Notes,2008
37,ACM Transactions on Software Engineering and Methodology,2008
37,Communications of the ACM,2008
37,ACM SIGPLAN Notices,2009
37,ACM SIGSOFT Software Engineering Notes,2009
37,ACM Transactions on Embedded Computing Systems,2009
37,ACM Transactions on Software Engineering and Methodology,2009
37,Communications of the ACM,2009
37,Computers in Entertainment,2009
37,Queue,2009
37,eLearn,2009
37,ACM Computing Surveys,2010
37,ACM SIGAda Ada Letters,2010
37,ACM SIGPLAN Notices,2010
37,ACM SIGSOFT Software Engineering Notes,2010
37,ACM Transactions on Embedded Computing Systems,2010
37,ACM Transactions on Software Engineering and Methodology,2010
37,ACM Computing Surveys,2011
37,ACM SIGOPS Operating Systems Review,2011
37,ACM SIGSOFT Software Engineering Notes,2011
37,ACM Transactions on Software Engineering and Methodology,2011
37,ACM Transactions on the Web,2011
37,Communications of the ACM,2011
39,Journal of the ACM,1954
39,Journal of the ACM,1957
39,Journal of the ACM,1959
39,Journal of the ACM,1960
39,Communications of the ACM,1961
39,Journal of the ACM,1961
39,Journal of the ACM,1962
39,Communications of the ACM,1963
39,Communications of the ACM,1964
39,Journal of the ACM,1964
39,Communications of the ACM,1965
39,Journal of the ACM,1966
39,Communications of the ACM,1967
39,Journal of the ACM,1967
39,Journal of the ACM,1968
39,ACM Computing Surveys,1969
39,Communications of the ACM,1969
39,Journal of the ACM,1969
39,Journal of the ACM,1970
39,ACM SIGPLAN Notices,1971
39,ACM SIGGRAPH Computer Graphics,1972
39,ACM SIGPLAN Notices,1972
39,ACM Computing Surveys,1973
39,ACM SIGARCH Computer Architecture News,1973
39,ACM SIGCSE Bulletin,1973
39,ACM SIGOPS Operating Systems Review,1973
39,Journal of the ACM,1973
39,ACM SIGCSE Bulletin,1974
39,ACM SIGPLAN Notices,1974
39,Communications of the ACM,1974
39,ACM SIGCSE Bulletin,1975
39,ACM SIGPLAN Notices,1975
39,Communications of the ACM,1975
39,ACM SIGCSE Bulletin,1976
39,ACM SIGCUE Outlook,1976
39,ACM SIGGRAPH Computer Graphics,1976
39,ACM SIGMOD Record,1976
39,ACM SIGPLAN Notices,1976
39,ACM SIGARCH Computer Architecture News,1977
39,ACM SIGART Bulletin,1977
39,ACM SIGCSE Bulletin,1977
39,ACM SIGIR Forum,1977
39,ACM SIGMOD Record,1977
39,ACM SIGPLAN Notices,1977
39,Journal of the ACM,1977
39,ACM Computing Surveys,1978
39,ACM SIGCSE Bulletin,1978
39,ACM SIGMINI Newsletter,1978
39,ACM SIGNUM Newsletter,1978
39,ACM SIGPLAN Notices,1978
39,Communications of the ACM,1978
39,ACM SIGAPL APL Quote Quad,1979
39,ACM SIGGRAPH Computer Graphics,1979
39,ACM SIGMETRICS Performance Evaluation Review,1979
39,ACM SIGPLAN Notices,1979
39,ACM SIGSIM Simulation Digest,1979
39,ACM Transactions on Mathematical Software,1979
39,ACM Transactions on Programming Languages and Systems,1979
39,Journal of the ACM,1979
39,ACM SIGART Bulletin,1980
39,ACM SIGCSE Bulletin,1980
39,ACM SIGMETRICS Performance Evaluation Review,1980
39,ACM SIGMOD Record,1980
39,ACM SIGPLAN Notices,1980
39,ACM Transactions on Mathematical Software,1980
39,ACM Transactions on Programming Languages and Systems,1980
39,Journal of the ACM,1980
39,ACM SIGAPL APL Quote Quad,1981
39,ACM SIGCSE Bulletin,1981
39,ACM SIGGRAPH Computer Graphics,1981
39,ACM Transactions on Programming Languages and Systems,1981
39,Journal of the ACM,1981
39,ACM SIGAPL APL Quote Quad,1982
39,ACM SIGARCH Computer Architecture News,1982
39,ACM SIGCSE Bulletin,1982
39,ACM SIGMETRICS Performance Evaluation Review,1982
39,ACM SIGPLAN Notices,1982
39,ACM Transactions on Mathematical Software,1982
39,Communications of the ACM,1982
39,Journal of the ACM,1982
39,ACM SIGAPL APL Quote Quad,1983
39,ACM SIGCSE Bulletin,1983
39,ACM SIGPLAN Fortran Forum,1983
39,ACM SIGPLAN Notices,1983
39,ACM SIGSOFT Software Engineering Notes,1983
39,ACM Transactions on Programming Languages and Systems,1983
39,Communications of the ACM,1983
39,ACM SIGAPL APL Quote Quad,1984
39,ACM SIGCOMM Computer Communication Review,1984
39,ACM SIGCSE Bulletin,1984
39,ACM SIGMICRO Newsletter,1984
39,ACM SIGOA Newsletter,1984
39,ACM SIGPLAN Fortran Forum,1984
39,ACM SIGPLAN Notices,1984
39,ACM SIGSOFT Software Engineering Notes,1984
39,ACM Transactions on Programming Languages and Systems,1984
39,ACM Computing Surveys,1985
39,ACM SIGAPL APL Quote Quad,1985
39,ACM SIGARCH Computer Architecture News,1985
39,ACM SIGAda Ada Letters,1985
39,ACM SIGMICRO Newsletter,1985
39,ACM SIGPLAN Notices,1985
39,Communications of the ACM,1985
39,ACM SIGAPL APL Quote Quad,1986
39,ACM SIGART Bulletin,1986
39,ACM SIGAda Ada Letters,1986
39,ACM SIGCHI Bulletin,1986
39,ACM SIGCPR Computer Personnel,1986
39,ACM SIGCSE Bulletin,1986
39,ACM SIGMICRO Newsletter,1986
39,ACM SIGOPS Operating Systems Review,1986
39,ACM SIGPLAN Notices,1986
39,ACM SIGSAM Bulletin,1986
39,ACM SIGSMALL/PC Notes,1986
39,ACM Transactions on Programming Languages and Systems,1986
39,Communications of the ACM,1986
39,ACM SIGAPL APL Quote Quad,1987
39,ACM SIGARCH Computer Architecture News,1987
39,ACM SIGART Bulletin,1987
39,ACM SIGAda Ada Letters,1987
39,ACM SIGBIO Newsletter,1987
39,ACM SIGCOMM Computer Communication Review,1987
39,ACM SIGCSE Bulletin,1987
39,ACM SIGOPS Operating Systems Review,1987
39,ACM SIGPLAN Fortran Forum,1987
39,ACM SIGPLAN Lisp Pointers,1987
39,ACM SIGPLAN Notices,1987
39,ACM SIGSAM Bulletin,1987
39,ACM Transactions on Programming Languages and Systems,1987
39,Communications of the ACM,1987
39,ACM SIGAPL APL Quote Quad,1988
39,ACM SIGARCH Computer Architecture News,1988
39,ACM SIGAda Ada Letters,1988
39,ACM SIGCSE Bulletin,1988
39,ACM SIGMIS Database,1988
39,ACM SIGPLAN Notices,1988
39,ACM SIGSAM Bulletin,1988
39,ACM SIGSMALL/PC Notes,1988
39,ACM SIGSOFT Software Engineering Notes,1988
39,ACM Transactions on Mathematical Software,1988
39,ACM Transactions on Programming Languages and Systems,1988
39,Communications of the ACM,1988
39,ACM SIGAPL APL Quote Quad,1989
39,ACM SIGARCH Computer Architecture News,1989
39,ACM SIGAda Ada Letters,1989
39,ACM SIGCSE Bulletin,1989
39,ACM SIGFORTH Newsletter,1989
39,ACM SIGMICRO Newsletter,1989
39,ACM SIGPLAN Notices,1989
39,ACM SIGSAC Review,1989
39,ACM Transactions on Programming Languages and Systems,1989
39,ACM SIGAPL APL Quote Quad,1990
39,ACM SIGAda Ada Letters,1990
39,ACM SIGCSE Bulletin,1990
39,ACM SIGDOC Asterisk Journal of Computer Documentation,1990
39,ACM SIGFORTH Newsletter,1990
39,ACM SIGPLAN Fortran Forum,1990
39,ACM SIGPLAN Notices,1990
39,ACM SIGPLAN OOPS Messenger,1990
39,ACM SIGSOFT Software Engineering Notes,1990
39,ACM Transactions on Mathematical Software,1990
39,ACM Transactions on Programming Languages and Systems,1990
39,Communications of the ACM,1990
39,ACM SIGAPL APL Quote Quad,1991
39,ACM SIGAda Ada Letters,1991
39,ACM SIGCSE Bulletin,1991
39,ACM SIGFORTH Newsletter,1991
39,ACM SIGPLAN Fortran Forum,1991
39,ACM SIGPLAN Notices,1991
39,ACM SIGPLAN OOPS Messenger,1991
39,ACM SIGSMALL/PC Notes,1991
39,ACM SIGSOFT Software Engineering Notes,1991
39,ACM Transactions on Programming Languages and Systems,1991
39,Communications of the ACM,1991
39,ACM Letters on Programming Languages and Systems,1992
39,ACM SIGAPL APL Quote Quad,1992
39,ACM SIGFORTH Newsletter,1992
39,ACM SIGPLAN Lisp Pointers,1992
39,ACM SIGPLAN Notices,1992
39,ACM SIGPLAN OOPS Messenger,1992
39,ACM SIGSAM Bulletin,1992
39,ACM SIGSOFT Software Engineering Notes,1992
39,ACM Transactions on Programming Languages and Systems,1992
39,Communications of the ACM,1992
39,ACM Letters on Programming Languages and Systems,1993
39,ACM SIGAPL APL Quote Quad,1993
39,ACM SIGAda Ada Letters,1993
39,ACM SIGCHI Bulletin,1993
39,ACM SIGCSE Bulletin,1993
39,ACM SIGMOD Record,1993
39,ACM SIGNUM Newsletter,1993
39,ACM SIGPLAN Lisp Pointers,1993
39,ACM SIGPLAN Notices,1993
39,ACM SIGPLAN OOPS Messenger,1993
39,ACM SIGSMALL/PC Notes,1993
39,3C ON-LINE,1994
39,ACM SIGAPL APL Quote Quad,1994
39,ACM SIGAda Ada Letters,1994
39,ACM SIGCSE Bulletin,1994
39,ACM SIGMOD Record,1994
39,ACM SIGPLAN Fortran Forum,1994
39,ACM SIGPLAN Lisp Pointers,1994
39,ACM SIGPLAN Notices,1994
39,ACM Transactions on Programming Languages and Systems,1994
39,Crossroads,1994
39,3C ON-LINE,1995
39,ACM SIGAPL APL Quote Quad,1995
39,ACM SIGAda Ada Letters,1995
39,ACM SIGCSE Bulletin,1995
39,ACM SIGPLAN Fortran Forum,1995
39,ACM SIGPLAN Lisp Pointers,1995
39,ACM SIGPLAN Notices,1995
39,Communications of the ACM,1995
39,ACM SIGAPL APL Quote Quad,1996
39,ACM SIGAda Ada Letters,1996
39,ACM SIGCSE Bulletin,1996
39,ACM SIGCUE Outlook,1996
39,ACM SIGOPS Operating Systems Review,1996
39,ACM SIGPLAN Fortran Forum,1996
39,ACM SIGPLAN Notices,1996
39,ACM Transactions on Programming Languages and Systems,1996
39,ACM SIGAPL APL Quote Quad,1997
39,ACM SIGAda Ada Letters,1997
39,ACM SIGCSE Bulletin,1997
39,ACM SIGGROUP Bulletin,1997
39,ACM SIGPLAN Fortran Forum,1997
39,ACM SIGPLAN Notices,1997
39,ACM SIGSOFT Software Engineering Notes,1997
39,Communications of the ACM,1997
39,Crossroads,1997
39,ACM SIGACT News,1998
39,ACM SIGAPL APL Quote Quad,1998
39,ACM SIGAda Ada Letters,1998
39,ACM SIGCSE Bulletin,1998
39,ACM SIGMETRICS Performance Evaluation Review,1998
39,ACM SIGPLAN Fortran Forum,1998
39,ACM SIGPLAN Notices,1998
39,ACM SIGUCCS Newsletter,1998
39,ACM Transactions on Programming Languages and Systems,1998
39,ACM SIGAPL APL Quote Quad,1999
39,ACM SIGAPP Applied Computing Review,1999
39,ACM SIGAda Ada Letters,1999
39,ACM SIGCSE Bulletin,1999
39,ACM SIGMIS Database,1999
39,ACM SIGPLAN Fortran Forum,1999
39,ACM SIGPLAN Notices,1999
39,ACM Transactions on Programming Languages and Systems,1999
39,Communications of the ACM,1999
39,ACM SIGAPL APL Quote Quad,2000
39,ACM SIGAda Ada Letters,2000
39,ACM SIGBIO Newsletter,2000
39,ACM SIGCSE Bulletin,2000
39,ACM SIGPLAN Notices,2000
39,ACM SIGSAM Bulletin,2000
39,ACM SIGSOFT Software Engineering Notes,2000
39,ACM Transactions on Information and System Security,2000
39,ACM Transactions on Mathematical Software,2000
39,Crossroads,2000
39,ACM SIGAPL APL Quote Quad,2001
39,ACM SIGAda Ada Letters,2001
39,ACM SIGCSE Bulletin,2001
39,ACM SIGPLAN Fortran Forum,2001
39,ACM SIGPLAN Notices,2001
39,ACM Transactions on Mathematical Software,2001
39,Communications of the ACM,2001
39,ACM SIGAda Ada Letters,2002
39,ACM SIGCSE Bulletin,2002
39,ACM SIGPLAN Fortran Forum,2002
39,ACM Transactions on Mathematical Software,2002
39,ACM SIGCSE Bulletin,2003
39,ACM SIGPLAN Notices,2003
39,Communications of the ACM,2003
39,Queue,2003
39,ACM SIGCSE Bulletin,2004
